# koodo word-structure pack v1 (glosses) | OpenRussian (github.com/Badestrand/russian-dictionary), CC BY-SA 4.0
марка	stamp, mark, sign, brand, grade, sort, counter	Briefmarke, Marke, Zeichen, Mark
маркграф	margrave	Markgraf
маркграфский		Markgrafen-
маркграфство		Markgrafenschaft
маркетинг	marketing	Marketing
маркетинговый		Marketing-
маркиз	marquis, marquess	Marquis
маркизет	voile, marquisette	Marquisette, Voilestoff
маркий	easily soiled	leicht schmutzend
маркированный		markiert
маркировать	mark	markieren
маркировка	marking	Markierung
маркировщик	marker	Markierer, Kennzeichner
маркитант	sutler, canteen-keeper	Marketender
маркитантка	sutler, canteen-keeper	Marketenderin
марксист	Marxist	Marxist
марксистка	Marxist	Marxistin
марксистский	Marxist	marxistisch
маркшейдер	mine-surveyor	Markscheider
маркёр	marker, billiard-scorer	Marker
марлевый	Adjective of марля	Mull
марля	gauze, cheesecloth	Mull, Gaze
мармелад	fruit jelly	Marmelade, Fruchtgelee
мармеладный		Gummitierchen-, Gummibärchen-, Geleefrucht-
мародёр	marauder, pillager, looter	Marodeur, Plünderer, Spekulant, Schieber
мародёрство	marauding, pillage, looting	Plünderung
мародёрствовать	maraud, pillage, loot	marodieren
марокен	marocain	Maroquin
марокканец	Moroccan	Marokkaner
марокканка	Moroccan	Marokkanerin, Einwohnerin von Marokko
марокканский	Moroccan	marokkanisch, Marokko
марочный	Adjective of марка	Marken-
марс	Mars, top	Mars
марсианин	Martian	Marsbewohner
марсианка		Marsbewohnerin, Frau vom Mars
марсианский	Martian	Mars-
март	March	März
мартеновский	Martin	Siemens-Martin-
мартиролог	martyrology	Martyrologium
мартовский	March	März-
мартын		Seeschwalbe, Seemöwe, Brandvogel, Möwe
мартышка	marmoset, monkey	Meerkatze, Affe
марципан	marchpane, marzipan	Marzipan
марш	march, flight of stairs	Marsch
маршал	marshal	Marschall
маршальский	Adjective of маршал	Marschall-
маршевый	Adjective of марш	Marsch-, Marschland-
маршировать	march	marschieren
маршировка	marching	Marschieren, Marsch
маршрут	route, itinerary	Reiseroute, Wanderroute, Linie
маршрутка	Small van, autobus for transport	Linientaxi, Taxi im Liniendienst, Sammeltaxi, Linienkleinbus
маршрутный	Adjective of маршрут	Linien-
марь		Sumpfgebiet, Morastgebiet
маска	mask, deathmask	Maske, Larve
маскарад	masquerade, fancy ball	Maskenball, Kostümfest
маскарадный	Adjective of маскарад	Masken-
маскировать	mask, disguise, camouflage	tarnen
маскироваться	put on a mask, camouflage	sich tarnen
маскировка	masking, disguise, disguising oneself, camouflage	Tarnung
маскировочный	Adjective of маскировка	Tarn-
масленица	Shrovetide, Pancake week	Fastnachtswoche, Butterwoche
масленый	buttered, oiled, oily, unctuous, sensuous	ölig, schmierig, honigsüß
маслина	olive, olive-tree	Olive, Ölbaum, Olivenbaum
маслить	butter, oil, grease	buttern, mit Butter verfeinern
маслиться	leave greasy marks, shine, glisten	fettige Spuren hinterlassen
масличный	Oleaceae, oil-bearing plants	Butter-, butterig
масло	butter, oil	Butter
маслобойка	churn, oilpress	Butterfass, Buttermaschine
маслодел	butter manufacturer	Butterhersteller, Butterfabrikant
маслопровод	oil pipe-line	Ölleitung
маслянистый	oily, buttery	ölhaltig, ölartig, ölig, fettig
масляный	Adjective of масло, oily, buttery	Öl-, Fett-, fettig
маслёнка	butterdish, lubricator, oiler, oil-can	Butterdose, Öler, Ölkanne
маслёнок	Boletus luteus	Butterpilz
масон	freemason, mason	Freimauer
масонский	masonic	Freimaurer-
масонство	freemasonry	Freimaurertum
масса	mass, paste, a lot, lots	Masse, Menge
массаж	massage	Massage
массажист	masseur	Masseur
массажистка	masseuse	Masseurin, Masseuse
массажёр		Massagegerät, Massiergerät
массив	massif, mountain-mass	Massiv
массивность		massive Ausführung
массивный	massive	massiv, massig, wuchtig
массировать	massage, rub, mass, concentrate	massieren
массный		Masse-, Schlempe-, Brei-, Lösungs-
массовик	organizer of popular cultural and recreational activities	Showmaster für Großveranstaltungen
массовка	mass meeting, excursion, crowd scene	Massen-
массово		massenhaft
массовость	mass character	Massencharakter, große Verbreitung
массовый	mass, popular	Massen-
мастак	past master, expert	Könner, Vieh auf der Geige, Spezi
мастер	foreman, master, expert	Meister, Handwerker, Könner
мастерить	make, contrive	basteln, bauen, anfertigen
мастерица	milliner, seamstress, a good hand	Meisterin, Könnerin, Schneiderin
мастеровой	factory-hand, artisan, workman	Arbeitsmann, Fabrikarbeiter, Werksarbeiter
мастерок	trowel	Kelle, Maurerkelle
мастерская	workshop	die Werkstatt, das Atelier
мастерски	skilfully, in masterly fashion	gekonnt
мастерский	masterly	meisterlich, meisterhaft
мастерской	masterly	meisterhaft, meisterlich
мастерство	handicraft, trade, skill, craftsmanship, workmanship, mas…	Geschicklichkeit / Können
мастика	mastic, resin, gum, putty, lute, floor-polish	Bohnerwachs
мастистый	of good colour	Rasse-
мастурбация	masturbation	Masturbation, Onanie, Selbstbefriedigung
мастурбировать		masturbieren, onanieren
масть	colour, suit	Farbe
масштаб	scale	Maßstab, Ausmaß, Maß
масштабировать		skalieren, breiter anlegen
масштабируемый		skalierbar, skaliert
масштабность	scale, range, dimensions	Größe, Gewicht, Breite, Bedeutung, Umfang, Ausmaß, Größen…
масштабный	large scale, extensive	Maßstab-, maßstabsgetreu, imposant
мат	checkmate, mate, mat, floor-mat	Matt
математик	mathematician	Mathematiker
математика	mathematics	Mathematik
математический	mathematical	Mathematik-, mathematisch
материал	material, stuff, fabric	Material
материализация	materialization	Materialisierung
материализм	materialism	Materialismus
материализовать	materialize	materialisieren
материализоваться	materialize	sich materialisieren
материалист	materialist	Materialist
материалистический	materialist	materialistisch
материально		materiell
материальность	materiality	Materialität, Stofflichkeit, Körperlichkeit
материальный	material, pecuniary	materiell
материк	mainland, continent, subsoil	Festland, Kontinent
материковый	Adjective of материк	Festlands-, Kontinental-, kontinental
материн		Mutter-, Mutters-
материнский	maternal, motherly	mütterlich, Mütter-
материнство	maternity, motherhood	Mutterschaft
материть	to curse	grob fluchen, (jemanden) mit groben Flüchen belegen
материться	to swear, to use filthy language	fluchen, derb schimpfen, grob schimpfen
материя	matter, substance, pus, material, cloth, fabric, stuff	Materie
матерный	Adjective of мат	Fluch-, Schimpf-, Schimpfwort-
матерчатый	of textile fabric	Stoff-, Gewebe-, Velours-, Tuch-
матерщина		Fluchen, unflätige Wörter
матерь		Mutter
матица	tie-beam, joist	Deckenbalken, Deckenträger
матка	uterus, womb, female, dam, queen, tender	Gebärmutter
матовость		Stumpfheit, Mattierung, Mattheit, fehlender Glanz
матовый	mat, dull, lustreless	matt
маточный	uterine	Gebärmutter-
матрас	mattress	Matratze
матрасик		(schöne / weiche / bequeme / kleine / meine) Matratze
матриархальный	matriarchal	matriarchalisch
матриархат	matriarchy	Matriarchat, Frauenherrschaft
матрица	matrix, die, mould	Matrix
матрицировать	make matrix	matern, Matrizen └ fertigen / herstellen┘
матричный		Matrix-, Nadel-
матрос	seaman, sailor	Matrose, Seemann
матросик		flotter Seemann
матроска		Matrosenanzug
матросский	Adjective of матрос	Matrosen-
матрёшка	matreshka	Puppe in der Puppe
матушка	mother	Mütterchen
матч	match	Spiel, Match, Wettkampf
мать	mother	Mutter
мафиозный		mafiös
мах	a single swift movement	Schwung, Schlag, Wedeln, Sprung, Umdrehung
махальный	signaller, signal-man	Einweiser
махание		Winken, Schwenken, Wedeln
махать	wave, wag, flap	winken / zuwinken
махачкалинский		auf Machatschkala (Hauptstadt von Dagestan) bezogen
махнуть	will wave, waved	winken / zuwinken, abwinken (etw. aufgeben)
маховик	fly-wheel, handwheel	Schwungrad, Stellrad, Pendel, Schwungscheibe
маховичок	handwheel	Kurbelrad, Schwungrad
махорка	makhorka	Knaster, Feinschnitttabak, Bauerntabak
махра		Tabak
махровый	really serious, hardcore, terry	gefüllt, Frottier-
мацерировать	macerate	mazerieren
мачеха	stepmother	Stiefmutter
мачта	mast, tower	Mast
мачтовый	Adjective of мачта	Mast-, Masten-
машина	car	Auto
машинально	mechanically, absent-mindedly	automatisch, reflexartig, mechanisch
машинальный	mechanical, absent-minded	mechanisch, unbewußt
машинизация	mechanization	Mechanisierung
машинизировать	mechanize	mit Machinen ausstatten
машинист	machinist, engineer, driver, operator, engine-driver, loc…	Lokführer, Maschinist
машинистка	typist	Schreibkraft, Maschinenschreiberin, Stenotypistin
машинка	typewriter, sewing-machine, clipper	Schreibmaschine, Maschine, Nähmaschine
машинный	Adjective of машина	Maschinen-, mechanisch
машинописный	typewritten	maschinenschriftlich, getippt
машинопись	typewriting, typescript	Maschinenschreiben, Maschineschreiben
маяк	lighthouse, beacon, leading light	Leuchtturm
маятник	pendulum	Pendel
маять		erschöpfen, ermüden, ermatten, müde machen
маяться	toil, suffer, languish	sich quälen, leiden, sich abplagen
маячить	loom, appear indistinctly	flimmern, schimmern
маячок		Boje, Bake, Signalgeber, Signalempfänger
маёвка	mayovka	Maifeier, Maikundgebung
мгла	haze, shadows	Dunst, Finsternis
мглистый	hazy	dunstig, neblig, trübe
мгновение	instant, moment	Augenblick, Moment
мгновенно	instantly, in a trice, in a moment	augenblicklich
мгновенный	instantaneous, momentary	augenblicklich, blitzschnell
мгновенье	instant, moment	siehe мгновение
мебель	furniture	Möbel, Einrichtung
мебельный	Adjective of мебель	Möbel-
мебельщик	furniture-maker, upholsterer	Möbeltischler, Möbelarbeiter, Arbeiter in einer Möbelfabrik
меблировать	furnish	möblieren, einrichten
меблировка	furnishing, furniture	Möblierung, Einrichtung, Ausstattung, Raumausstattung, Möbel
мегабит		Megabit, MBit
мегатонна	megaton	Megatonne
мегафон	megaphone	Megafon
медалист	medallist, medal winner	Preisträger, Medaillenträger, Medaillengewinner, Ausgezei…
медалистка	medallist, medal winner	Jahrgangsbeste (eines Abiturjahrgangs usw.), Medaillenträ…
медаль	medal	Medaille
медальон	medallion, locket	Medailon, Verzierung
медведица	she-bear	Bärin
медведка		Bärchen, kleiner Bär
медведь	bear	Bär
медвежатник	safecracker, bear-leader, bear-hunter, bear-garden, bear-pit	Tresorknacker, Safeknacker, Geldschrankknacker
медвежий	Adjective of медведь, ursine	Bären-
медвежонок	bear-cub	Bärenjunges
медвяный	smelling of honey	Honig-
медиа		Massenmedien
медиальный		medial, mittig
медиана	median	Mittelwert, Medianwert
медик	medical man, doctor, physician, medical student	Arzt, Mediziner
медикамент		Medikament, Medizin
медикаментозный	Adjective of медикаменты	medikamentös, Heilmittel
медитация	meditation	Meditation
медитировать	meditate	meditieren
медиум	medium	Medium
медицина	medicine	Medizin
медицинский	medical	medizinisch, ärztlich
медичка	woman medical student	Medizinerin, Medizinstudentin, Ärztin
медленно	slowly	langsam
медленность	slowness	Langsamkeit
медленный	slow	langsam
медлительно	sluggishly	schwerfällig, zögernd, träge
медлительность	sluggishness	Zögerlichkeit, Zaudern, Langsamkeit
медлительный	sluggish, slow person	schwerfällig, zögernd, träge
медлить	linger, be slow, delay	zögern, zaudern
медник	brazier, copper-smith	Kupferschmied
медный	copper, cupric, cupreous	Kupfer-, kupfern
медовый	Adjective of мёд, honeyed	Honig-
медок	Medoc	Médoc, Wein aus dem Médoc, Médocwein
медонос	melliferous herb	Nektarspender, Nektarlieferant, Nektarpflanze
медоносный	melliferous, nectariferous	honighaltig, Bienen-
медоточивый	mellifluent, mellifluous, honeyed	zuckersüß
медсестра	nurse	Krankenschwester
медь	copper, copper coins	Kupfer
медяк	copper coin, copper	Kleingeld, kupfernde Münze
медянка	grass-snake, verdigris	Kupfergrün
межа	boundary path	Feldrain, Ackerrain
межведомственный		ressortübergreifend, zwischenamtlich, zwischenbehördlich,…
межгалактический	intergalactic	intergalaktisch
межгосударственный	intergovernmental	zwischenstaatlich, international
междометие	interjection	Interjektion, Ausrufewort
междоусобица		Fehde, Zwist, Hader, Stammeshader, Stammesfehde, Fehde in…
междоусобный	intestine, internecine	Fehden-, brudermörderisch
международник	specialist in international law affairs	Völkerkundler
международный	international	international
междуречье	country between two rivers	Gebiet zwischen zwei Flüssen, Zwischenstromland
междурядный	inter-row, between rows	zwischen den Reihen befindlich
междурядье	space between rows	Reihenabstand, Reihenzwischenraum
междусобойный		untereinander geführt, untereinander ausgemacht
межевание	land-surveying	Vermessung
межевать	survey	abgrenzen, vermessen, kartieren (Flurstück)
межевик	land-surveyor, land-surveying engineer	Feldmesser, Landvermesser, Feldvermesser, Geodät
межевой		Grenz-, Nachbars-, benachbart, angrenzend
межеумок	person of limited intelligence, a mediocrity	Hybridlein, Hybridflachs, Mischlein, Mischflachs, Kreuzun…
межзвездный		interstellar
межзубный	interdental	interdental
межклеточный	intercellular	interzellulär
межконтинентальный	intercontinental	interkontinental
межличностный		zwischenmenschlich
межнациональный		transnational, international, interkulturell
межобластной	inter-regional	oblast-übergreifend, gebietsübergreifend, für mehrere / v…
межпарламентский	inter-Parliamentary	interparlamentarisch
межпланетный	interplanetary	interplanetar
межправительственный	intergovernmental	auf Regierungsebene, zwischenstaatlich
межрегиональный		regionenübergreifend, interregional, transregional
межэтнический		zwischenethnisch, zwischen verschiedenen Ethnien, Stammes-
мездра	inner side of hide	Lederfleisch, Aasfleisch
мезозойский	mesozoic	mesozoisch
мезолитический	mesolithic	mesolithisch
мезонин	attic storey, mezzanine	Aufbau, Überbau
мексиканец	Mexican	Mexikaner
мексиканка	Mexican	Mexikanerin
мексиканский	Mexican	mexikanisch
мел	chalk, whiting, whitewash	Kreide
меланезиец	Melanesian	Melanesier
меланезийка	Melanesian	Melanesierin
меланезийский	Melanesian	melanesisch
меланхолик	melancholic person	Melancholiker
меланхолический	melancholy, melancholic	melancholisch, schwermütig
меланхоличный	melancholy, melancholic	melancholisch
меланхолия	melancholy, spleen, melancholia	Melancholie, Schwermut
мелеть		seicht werden
мелиорация	melioration, land-reclamation, land-improvement	Melioration
мелить	chalk, polish with whiting	mit Kreide einreiben
мелкий	small, tiny	klein, Klein-, fein (kleinteilig)
мелко	fine, not deep	klein, fein
мелкобуржуазный	petty-bourgeois	kleinbürgerlich
мелководный	shallow	seicht
мелководье	shoal, shallow water	seichtes Wasser, Niedrigwasser
мелкозернистый	fine-grained, small-grained	feinkörnig
мелколесье	low forest	spärlicher Baumbestand, lichter Wald, Unterholz, Gebüschl…
мелование		Kreiden, Anzeichnen mit Kreide
мелованный		Kreide-, mit Kreide angezeichnet
меловать		kreiden, mit Kreide zeichnen
меловой	chalky, cretaceous	Kreide-
мелодекламация	recitation of poetry to musical accompaniment	└ Lesung / Gedichtvortrag / Rezitation┘ mit musikalischer…
мелодийка		Motiv, kleine Melodie, Weise
мелодика	melodics	Melodik
мелодист		Komponist besonders melodischer / ins Ohr gehender Weisen
мелодический		melodisch
мелодичный	melodious, tuneful	melodisch, wohlklingend
мелодия	melody, tune	Melodie
мелодраматичный	melodramatic	melodramatisch
мелок	chalk	Stück Kreide
меломан	music lover	Musikbesessener
мелочность	meanness, pettiness, triviality	Kleinlichkeit
мелочный	small-minded, petty, mean-spirited	kleinlich
мелочь	small fry, change, trifle, small point, details	Kleingeld
мель	shoal	Sandbank
мелькание	flashing, glimpses, gleams	Flimmern
мелькать	flash, gleam, appear for a moment	leuchten, blitzen, schimmern, flimmern, vorbeifliegen, vo…
мелькнуть	flash, gleam, appear for a moment	leuchten, blitzen, schimmern, flimmern, vorbeifliegen, vo…
мельник	miller	Müller
мельница	mill	Mühle
мельничиха		Müllersfrau, Müllerstochter, Müllerin
мельтешить	flicker	flirren, flimmern, flackern
мельхиор	cupronickel, German silver	Neusilber
мельхиоровый	German silver	neusilbern
мельчайший	the smallest, the finest	der kleinste
мельчать	become petty, degenerate	kleiner werden, flacher werden, verflachen
мельчить	crush, grind, reduce the significance, lower the dignity	mahlen, zermahlen, zerkleinern, pulverisieren
мембрана	membrane, diaphragm	Membrane
мемориал	sports competitions, memorial	Gedächtnisstätte, Denkmal
мемориальный	memorial	Gedenk-
мемуар	memoire	siehe мемуары
мемуарист	author of memoirs, memorialist	Memoirenschreiber
мемуары	memoirs	Memoiren, Erinnerungen
мена	exchange, barter	Tausch, Austausch, Umtausch, Tauschvertrag, Grundstücktau…
менестрель	minstrel	Menestrel, Minstrel
мензула	plane-table	Mensul (die), Mensel (die), Messtisch (für geografische A…
мензурка	measuring-glass, graduate	Mensur, Meßglas
менингит	meningitis	Meningitis, Hirnhautenzündung
мениск	meniscus	Meniskus
менструация	period, menses, menstruation	Menstruation
менструировать	menstruate	menstruieren
мент	cop	Polyp, Bulle, Grüner
ментальность		Mentalität, Denkweise, Denkart
ментальный		mental, geistig
ментовка	police department	Bullenstall, Polypensitz, Polizeistation
ментовский		Bullen-, Polizei-, Miliz-
ментол	mentol	Menthol
ментор	mentor	Schulmeister, Lehrmeister
менторский	Adjective of ментор	schulmeisterlich
менторство		Anleitung, Patenschaft
меньше	less	kleiner
меньшевик	Menshevik	Menschewik
меньшевистский	Menshevist	menschewistisch
меньший	lesser, younger	der kleinere, der geringere, der kleinste, der geringste
меньшинство	minority	Minderheit
менять	change, exchange	ändern
меняться	change, exchange	tauschen, einander ablösen (abwechseln)
мера	measure, step	Maß, Maßeinheit, Ausmaß
мергель	marl	Mergel
мереть	die, perish	krepieren
мерещиться	seem, appear	träumen, sich einbilden, glauben
мерзавец	villain, scoundrel	Schuft, Schurke, Aas, Luder
мерзавчик		Kurze, Taschenflasche, Spaßmacher
мерзкий	vile, loathsome, nasty	abscheulich, scheußlich
мерзко		abscheulich, scheußlich
мерзлота	frozen condition of ground	Verfrostung, Bodenfrost
мерзляк	person very sensitive to cold	Frostbeule, kälteempfindlicher Mensch, jemand, der schnel…
мерзлячка	person very sensitive to cold	Frostbeule, kälteempfindliches weibliches Wesen, jemand, …
мерзопакостный		widerlich, abstoßend, scheußlich, schweinisch, versaut
мерзостный		abscheulich, widerlich, ekelhaft
мерзость	disgusting	Abscheulichkeit, Scheußlichkeit
меридиан	meridian	Meridian
мерило	standard, criterion	Gradmesser, Kennzeichen, Maß, Maßstab
мерин	gelding	Wallach
меринос	merino	Merino, Merinoschaf
мерить	measure, try on	messen
мериться	measure	sich messen lassen, gemessen werden
мерка	measure, measuring rod, yardstick	Maß
меркантилизм	mercantilism, mercenary spirit	Merkantilismus
меркантильный	mercantile	kaufmännisch, merkantil, kleinkrämerisch
меркнуть	fade, wane	verblassen
мерлушка	lambskin	Lammfell, Karakulpelz
мерно		rythmisch
мерность	regularity, rhythm	Gleichmaß, Gleichmäßigkeit, Gemessenheit
мерный	measured, slow and regular, measuring	Maß-, Standard-, Mess-, abgemessen, abzumessen
мерседес	Mercedes, Benz	Mercedes
мерсеризация	mercerization	└ Merzerisierung/Mercerisierung┘, └ Merzerisation/Merceri…
мерсеризовать	mercerize	merzerisieren
мертвенно		leblos, totenähnlich, leichenblass, fahl, abgestorben, le…
мертвенный	deathly, ghastly	leblos, totenähnlich, leichenblass, fahl, abgestorben, le…
мертветь	grow numb	absterben, leblos werden, erstarren
мертвец	corpse, dead man	der Tote, Leiche
мертвецки		Toten-
мертвецкий		Toten-
мертвечина	carrion, dead flesh, spiritual stagnation	Aas, Kadaver
мертворождённый	stillborn, abortive	tot geboren/totgeboren
мертвый	dead, lifeless	tot
мерцание	twinkling, shimmering, glimmer, flicker, scintillation	Flimmern, Geflimmer, Flackern
мерцать	twinkle, shimmer, glimmer, flicker	flimmern, schimmern, flackern
меря		Merja, Merä
мерёжка	drawn-work, drawn-thread work, open-work	Hohlsaum, Hohlsaumstickerei, Hohlsaumarbeit / kleine Reuse
месиво	mash, medley, jumble	Brei, Matsch
месилка	mixer	Mischer (Gerät), Mischgerät, Rührschaufel
месить	knead, puddle	kneten
местечко	little place, borough, small town	das Plätzchen
местечковый		Orts-, Ortschafts-, provinziell
мести	sweep	einsperren, einlochen, einbuchten, (jemanden) dingfest ma…
местком	local trade union committee	Ortsleitung, örtliche Gewerkschaftsleitung
местничество	localistic tendencies	Amtsbesetzung nach Geburtsrecht, Anspruch auf Postenvergabe
местность	country, locality, district	Gegend
местный	local	örtlich, Orts-, Lokal-, ortsansässig, hiesig
место	place, spot, site, locality	Platz, Ort, Stelle
местоимение	pronoun	Pronomen
местоименный	pronominal	pronominal
месяц	month, moon	Monat
месячный	monthly	Monats-, monatlich
мета		Wurfscheibe
метагалактика		Metagalaxis
металл	metal	Metall
металлизация	metallization	Metallisierung
металлизировать	metallize	metallisieren
металлист	metal-worker	Heavy-Metal-Fan
металлический	metallic, metal	Metall-, metallisch
металловедение	physical metallurgy	Metallkunde, Metallwissenschaft, Metallogie
металлограф	metallography	└ Metallograph/Metallograf┘
металлоид	metalloid, non-metal	Metalloid, Nichtmetall
металлоносный	metalliferous	metallhaltig, erzführend, metallführend
металлопрокатный	metal-rolling	Walz-, Walzgut-, Walzerzeugnis-
металлоёмкий	metal consuming	materialintensiv, mit hohem Metallverbrauch einhergehend
металлург	metallurgist	Metallurg, Hüttenwerker
металлургический	metallurgical	metallurgisch, Hütten-
металлургия	metallurgy	Metallurgie, Hüttenindustrie
метаморфизм	metamorphism	Metamorphose, Metamorphismus, Verwandlung, Formenänderung…
метан	methane, marsh-gas	Methan
метание	throwing, casting	Werfen, Wurf(disziplin)
метанол		Methanol
метастаз	metastasis	Metastase
метатеза	metathesis	Metathese
метатель	thrower	Werfer
метательница	thrower	Werferin
метать	throw, cast, fling, baste	werfen, schleudern
метаться	rush about, toss	sich hin- und herwerfen, sich wälzen
метафизика	metaphysics	Metaphysik
метафизический	metaphysical	metaphysisch
метафора	metaphor	Metapher
метафорический	metaphorical, figurative	metaphorisch, bildlich
метацентр	metacentre	Metazentrum
метацентрический	metacentric	metazentrisch
метаязык	metalanguage	Metasprache
метель	snowstorm	Schneesturm, Schneegestöber
метельщик	sweeper	Feger, Kehrer, Reinemachekraft, Gebäudereiniger
метельщица	sweeper	Fegerin, Kehrfrau, Reinemachefrau, Gebäudereinigerin
метение		Fegen, Kehren
метеор	meteor	Meteor, Sternschnuppe
метеорит	meteorite	Meteorit
метеоритный		Meteoriten-
метеорный		meteoritisch, Meteoriten-
метеоролог	meteorologist	Meteorologe
метеорологический	meteorological	meteorologisch, Wetter-
метеорология	meteorology	Meteorologie, Wetterkunde
метил	methyl	Methyl
метилен	methylene	Methylen
метис	mongrel, half-breed, metis	Mischling, Mestize, Latino, Halbblut
метить	mark, aim, mean, aspire	vermerken, notieren, kennzeichnen
метка	marking, mark, sign	Markierung, Zeichen
меткий	well-aimed, accurate, neat, apt	sicher, scharf, treffsicher, treffend, schlagend
метко	neatly, to the point	treffsicher, sicher, scharf (im Sinne „Scharfschütze“), w…
меткость	accuracy, marksmanship, neatness	Treffsicherheit, Schlagfertigkeit
метла	broom, besom	Besen
метнуть	throw, cast, fling, baste	werfen, schleudern
метнуться		sich hin- und herwerfen, sich wälzen
метод	method	Methode, Verfahren
методика	method	Methodik
методист	methodologist, specialist in teaching methods	Methodiker, Fachkraft für └ Methodik / Didaktik / Pädagogik┘
методический	systematic, methodic	methodisch
методичка		Handreichung, methodische Empfehlungen, Arbeitsheft
методично		methodisch
методичность	methodicalness	methodisches └ Vorgehen / Herangehen┘, Systematik, method…
методичный	orderly, methodical	methodisch
методологический	methodological	methodisch
методология	methodology	Methodik
метонимический	metonymical	metonymisch
метонимия	metonymy	Metonymie
метр	metre, metre measure ruler, master	Meter, Metermaß
метраж	metric area, footage	Metrage, Länge (eines Filmes und dergleichen), Fläche, Gr…
метрика	metrics, birth-certificate	Metrik
метрический	metric, metrical	metrisch, Geburts-
метровый	Adjective of метр	Meter-
метрологический	metrological	metrologisch
метрология	metrology	Metrologie, Messwesen
метрополитен	the underground, subway, metro, tube	Untergrundbahn
метрополия	mother country, centre of empire	Mutterland, Kolonialmacht
метёлка	whisk, panicle	Wedel, Besen
мех	fur, furs, bellows, wineskin, water-skin	Fell, Pelz
механизатор	mechanization expert, machine-operator	Maschinist, Tracktorist
механизация	mechanization	Mechanisierung
механизировать	mechanize	mechanisieren
механизм	mechanism, gear, machinery	Mechanismus
механик	mechanical engineer, mechanician, mechanic, operator	Mechaniker
механика	mechanics	Mechanik
механист	mechanist	Mechanist, Mechanizist, └ Vertreter / Anhänger┘ des └ Mec…
механистический	mechanistic	mechanistisch
механически		mechanisch, maschinell
механический	mechanical, power-driver, automatic	mechanisch
механичный		maschinell
мехмат		mechanisch-mathematisch
меховой	Adjective of мех	Pelz-
меховщик	furrier	Kürschner
меховщица	furrier	Kürschnerin
меценат	patron of art, of literature, Maecenas, sponsor	Mäzen, Gönner, Wohltäter
меценатство	patronage of art, of literature	Mäzenatentum, Mäzenat (Schirmherrschaft)
меч	sword	Schwert
меченый	marked	markiert, gekennzeichnet
мечехвост		Schwertschwanz, Pfeilschwanzkrebs, Molukkenkrebs
мечник		Schwertkämpfer, Schwertkrieger
мечта	dream, day-dream, waking dream	Traum, Wunschtraum
мечтание	dreaming	Traum, Fantasterei
мечтатель	dreamer, day-dreamer, visionary	Träumer, Schwärmer
мечтательница	dreamer, day-dreamer, visionary	Träumerin, Phantastin
мечтательно		träumerisch, schwärmerisch
мечтательность	dreaminess, reverie	träumerischer Charakter, Verträumtheit, Verklärtheit, Ver…
мечтательный	dreamy, pensive	träumerisch, schwärmerisch
мечтать	dream	träumen, schwärmen
мешалка	mixer, stirring rod	Mischer, Mischvorrichtung
мешанина	medley, jumble, mishmash	Mischung, Durcheinander, Wirrwarr, Kraut und Rüben
мешать	disturb	stören, hindern, erschweren
мешаться	meddle, interfere, become confused	sich einmischen
мешка		siehe мешок
мешкать	loiter, linger, delay, dally	trödeln, bummeln
мешковатый	awkward, clumsy, baggy	plump, sackartig, zu weit, zu breit
мешковина	sacking, hessian	Sackleinwand, Sackstoff
мешкотный	sluggish, slow, long	schleppend, träge, saumselig
мешок	bag, sack, pocket, clumsy fellow	Sack
мешочек		Beutelchen
мешочный		Sack-
мещанин	petty bourgeois, Philistine	Kleinbürger
мещанка	petty bourgeois, Philistine	Kleinbürgerin
мещаночка		(nette / sympathische) Kleinbürgerin
мещанский	narrow-minded, vulgar	spießbürgerlich, philisterhaft
мещанство	lower middle classes, petty bourgeoisie, Philistinism, na…	Kleinbürgertum
мздоимство	bribery	Venalität, Feilheit, Bestechlichkeit, Korruptheit
миг	moment, instant	Augenblick
мигалка		Blinker, Blinkleuchte, Blaulicht (Signalleuchte auf Einsa…
мигание	winking, blinking, twinkling	Blinken, Flackern, Flimmern, Flimmereffekt
мигать	blink, twinkle	blinzeln, zublinzeln, flimmern, flackern
мигнуть		blinzeln, zublinzeln, flimmern, flackern
мигрант	migrant	Migrant, abgewandertes Tier, eingewandertes Tier
мигрантка		Migrantin
мигрантский		Migranten-
миграционный	migratory	Migrations-, Wanderungs-
миграция	migration	Migration
мигрень	migraine, megrim, severe headache	Migräne
мигрировать	migrate	abwandern, umsiedeln
мидель	midship section	größte / maximale Schiffsbreite
мидия		Miesmuschel
миелин	myelin	Myelin
миелит	myelitis	Myelitis, Rückenmarkentzündung
мизантроп	misanthrope	Misanthrop, Menschenfeind
мизантропический	misanthropic	misanthropisch, menschenfeindlich
мизантропия	misanthropy	Misanthropie, Menschenverachtung, Menschenscheu
мизер		Winzigkeit, Geringfügigkeit, jämmerlich wenig
мизерность	scantiness	Geringfügigkeit
мизерный	scanty, meagre, wretched	miserabel, armselig, winzig
мизинец	little finger, pinkey, little toe	kleiner Finger, kleine Zehe
микология	mycology	Mykologie
микроавтобус	minibus	Kleinbus
микроампер	microampere	Mikroampère (Maßeinheit, µA)
микроб	microbe	Mikrobe
микробиолог	microbiologist	Mikrobiologe
микробиология	microbiology	Mikrobiologie
микроволновый		Mikrowellen-
микровольт	microvolt	Mikrovolt (Maßeinheit, µV)
микрокалькулятор	microcalculator	Taschenrechner
микроклимат	microclimate	Mikroklima
